"Campaign","Ad group","Keyword","Match type","Status","Final URL","Language","Zone"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","serwis sieci komputerowych","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","diagnostyka sieci lan","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","diagnostyka sieci lan","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa okablowania","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa okablowania","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa monitoringu","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa monitoringu","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","serwis monitoringu cctv","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","serwis monitoringu cctv","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa gniazda rj45","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","LAN-CCTV-REPAIR","naprawa gniazda rj45","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa laptopów warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa laptopów warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa komputerów warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa komputerów warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","serwis laptopów warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","serwis laptopów warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","serwis komputerowy warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","serwis komputerowy warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","pogotowie komputerowe warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","pogotowie komputerowe warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","wolny komputer naprawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","wolny komputer naprawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","czyszczenie laptopa warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","czyszczenie laptopa warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa komputerów ursynów","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","PC-LAPTOP-REPAIR","naprawa komputerów ursynów","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","serwis it warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","serwis it warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","serwis informatyczny warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","serwis informatyczny warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","informatyk z dojazdem warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","informatyk z dojazdem warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","pomoc komputerowa warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","pomoc komputerowa warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","obsługa informatyczna warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","obsługa informatyczna warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","informatyk warszawa dojazd","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","informatyk warszawa dojazd","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","administracja it warszawa","Phrase","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-A-CORE","IT-GENERAL","administracja it warszawa","Exact","Paused","https://naserwis.pl/","PL","core"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","naprawa wifi","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","naprawa wifi","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","naprawa wifi warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","naprawa wifi warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","konfiguracja routera","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","konfiguracja routera","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","konfiguracja routera warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","konfiguracja routera warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","montaż mesh","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","montaż mesh","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","montaż mesh warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","montaż mesh warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","słaby zasięg wifi","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","słaby zasięg wifi","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","wifi nie działa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","WIFI-REPAIR","wifi nie działa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż sieci lan","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż sieci lan","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż sieci lan warszawa","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż sieci lan warszawa","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","okablowanie strukturalne","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","okablowanie strukturalne","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","okablowanie strukturalne warszawa","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","okablowanie strukturalne warszawa","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż gniazda rj45","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż gniazda rj45","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","zarabianie kabli rj45","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","zarabianie kabli rj45","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","instalacja sieci komputerowej","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","instalacja sieci komputerowej","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż szafy rack","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-INSTALL","montaż szafy rack","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa sieci lan","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa sieci lan","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa sieci lan warszawa","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa sieci lan warszawa","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","serwis sieci komputerowych","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","serwis sieci komputerowych","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","diagnostyka sieci lan","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","diagnostyka sieci lan","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa okablowania","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa okablowania","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa monitoringu","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa monitoringu","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","serwis monitoringu cctv","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","serwis monitoringu cctv","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa gniazda rj45","Phrase","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","LAN-CCTV-REPAIR","naprawa gniazda rj45","Exact","Paused","https://naserwis.pl/naprawa-sieci/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa laptopów warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa laptopów warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa komputerów warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa komputerów warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","serwis laptopów warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","serwis laptopów warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","serwis komputerowy warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","serwis komputerowy warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","pogotowie komputerowe warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","pogotowie komputerowe warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","wolny komputer naprawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","wolny komputer naprawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","czyszczenie laptopa warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","czyszczenie laptopa warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa komputerów ursynów","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","PC-LAPTOP-REPAIR","naprawa komputerów ursynów","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","serwis it warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","serwis it warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","serwis informatyczny warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","serwis informatyczny warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","informatyk z dojazdem warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","informatyk z dojazdem warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","pomoc komputerowa warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","pomoc komputerowa warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","obsługa informatyczna warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","obsługa informatyczna warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","informatyk warszawa dojazd","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","informatyk warszawa dojazd","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","administracja it warszawa","Phrase","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-B-WARSAW-FAR","IT-GENERAL","administracja it warszawa","Exact","Paused","https://naserwis.pl/","PL","warsaw_far"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","naprawa wifi","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","naprawa wifi","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","naprawa wifi warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","naprawa wifi warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","konfiguracja routera","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","konfiguracja routera","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","konfiguracja routera warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","konfiguracja routera warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","montaż mesh","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","montaż mesh","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","montaż mesh warszawa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","montaż mesh warszawa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","słaby zasięg wifi","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","słaby zasięg wifi","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","wifi nie działa","Phrase","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","WIFI-REPAIR","wifi nie działa","Exact","Paused","https://naserwis.pl/naprawa-wifi/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż sieci lan","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż sieci lan","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż sieci lan warszawa","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż sieci lan warszawa","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","okablowanie strukturalne","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","okablowanie strukturalne","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","okablowanie strukturalne warszawa","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","okablowanie strukturalne warszawa","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż gniazda rj45","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","montaż gniazda rj45","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","zarabianie kabli rj45","Phrase","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
"SRCH-PL-C-OUTSIDE","LAN-INSTALL","zarabianie kabli rj45","Exact","Paused","https://naserwis.pl/montaz-sieci/","PL","outside"
