"Campaign","Ad group","Keyword","Match type","Status","Final URL"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт кабельної мережі","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт кабельної мережі","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт відеоспостереження","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт відеоспостереження","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт розетки rj45","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","LAN-CCTV-REPAIR","ремонт розетки rj45","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","ремонт ноутбуків варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","ремонт ноутбуків варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","ремонт комп'ютерів варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","ремонт комп'ютерів варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","комп'ютерний сервіс варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","комп'ютерний сервіс варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","майстер з ремонту комп'ютерів","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","майстер з ремонту комп'ютерів","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","повільно працює комп'ютер","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","повільно працює комп'ютер","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","діагностика ноутбука","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","діагностика ноутбука","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","чищення ноутбука варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","PC-LAPTOP-REPAIR","чищення ноутбука варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","it сервіс варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","it сервіс варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","комп'ютерний майстер варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","комп'ютерний майстер варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","it спеціаліст з виїздом","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","it спеціаліст з виїздом","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","комп'ютерна допомога варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","комп'ютерна допомога варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","обслуговування комп'ютерів варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","обслуговування комп'ютерів варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","системний адміністратор варшава","Phrase","Enabled","https://naserwis.pl/uk/"
"SRCH-UK-A-CORE","IT-GENERAL","системний адміністратор варшава","Exact","Enabled","https://naserwis.pl/uk/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi repair","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi repair warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi repair warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","router setup","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","router setup","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","router setup warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","router setup warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","mesh wifi installation","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","mesh wifi installation","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","weak wifi signal","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","weak wifi signal","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi not working","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","WIFI-REPAIR","wifi not working","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/"
"SRCH-EN-A-CORE","LAN-INSTALL","lan installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","lan installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","lan installation warsaw","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","lan installation warsaw","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","structured cabling warsaw","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","structured cabling warsaw","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rj45 socket installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rj45 socket installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rj45 cable termination","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rj45 cable termination","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","computer network installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","computer network installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rack cabinet installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-INSTALL","rack cabinet installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan repair warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan repair warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","computer network service","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","computer network service","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan diagnostics","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","lan diagnostics","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","network cabling repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","network cabling repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","cctv repair warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","cctv repair warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","rj45 socket repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","LAN-CCTV-REPAIR","rj45 socket repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","computer service warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","computer service warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","computer technician warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","computer technician warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","laptop diagnostics","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","laptop diagnostics","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","laptop cleaning warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","PC-LAPTOP-REPAIR","laptop cleaning warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","it service warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","it service warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","it support warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","it support warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","home it support warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","home it support warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","on site it support warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","on site it support warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","computer help warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","computer help warsaw","Exact","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","network technician warsaw","Phrase","Enabled","https://naserwis.pl/en/"
"SRCH-EN-A-CORE","IT-GENERAL","network technician warsaw","Exact","Enabled","https://naserwis.pl/en/"
