"Campaign","Ad group","Keyword","Match type","Status","Final URL"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","instalacja sieci lan","Phrase","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","instalacja sieci lan","Exact","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","okablowanie strukturalne warszawa","Phrase","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","okablowanie strukturalne warszawa","Exact","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","montaż gniazd rj45","Phrase","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","montaż gniazd rj45","Exact","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","projekt sieci komputerowej","Phrase","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","projekt sieci komputerowej","Exact","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","sieć lan dla biura","Phrase","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search PL Naprawa sieci Warszawa","INTENT-LAN-INSTALL","sieć lan dla biura","Exact","Enabled","https://naserwis.pl/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","слабый сигнал wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","слабый сигнал wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","плохой wifi дома","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","плохой wifi дома","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","усилить сигнал wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","усилить сигнал wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","wifi плохо ловит","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","wifi плохо ловит","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","настройка mesh wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","настройка mesh wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","усиление wifi варшава","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-COVERAGE","усиление wifi варшава","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=weak-wifi"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","не работает wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","не работает wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","нет интернета wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","нет интернета wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","wifi подключен без интернета","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","wifi подключен без интернета","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","ремонт wifi варшава","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","ремонт wifi варшава","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","ремонт интернета варшава","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","ремонт интернета варшава","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","пропадает интернет wifi","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-WIFI-NO-INTERNET","пропадает интернет wifi","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=no-internet"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка роутера","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка роутера","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка роутера варшава","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка роутера варшава","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","установка роутера","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","установка роутера","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка mesh","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","настройка mesh","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","подключить роутер","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","подключить роутер","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","мастер по настройке роутера","Phrase","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-ROUTER-SETUP","мастер по настройке роутера","Exact","Enabled","https://naserwis.pl/ru/naprawa-wifi/?intent=router-setup"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт компьютерной сети","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт компьютерной сети","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт локальной сети","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт локальной сети","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт интернет кабеля","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт интернет кабеля","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт кабеля rj45","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт кабеля rj45","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт розетки rj45","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","ремонт розетки rj45","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","сетевой мастер варшава","Phrase","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-REPAIR","сетевой мастер варшава","Exact","Enabled","https://naserwis.pl/ru/naprawa-sieci/?intent=lan-repair"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж локальной сети","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж локальной сети","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж сети lan","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж сети lan","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","прокладка интернет кабеля","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","прокладка интернет кабеля","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж розеток rj45","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж розеток rj45","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","компьютерная сеть для офиса","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","компьютерная сеть для офиса","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж сети варшава","Phrase","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"Search RU Сети Варшава","INTENT-LAN-INSTALL","монтаж сети варшава","Exact","Enabled","https://naserwis.pl/ru/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","слабкий сигнал wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","слабкий сигнал wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","поганий wifi вдома","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","поганий wifi вдома","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","посилити сигнал wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","посилити сигнал wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","wifi погано ловить","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","wifi погано ловить","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","налаштування mesh wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","налаштування mesh wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","покращити покриття wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-COVERAGE","покращити покриття wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=weak-wifi"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","не працює wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","не працює wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","немає інтернету wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","немає інтернету wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","wifi підключено без інтернету","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","wifi підключено без інтернету","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","ремонт wifi варшава","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","ремонт wifi варшава","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","ремонт інтернету варшава","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","ремонт інтернету варшава","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","зникає інтернет wifi","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-WIFI-NO-INTERNET","зникає інтернет wifi","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=no-internet"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування роутера","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування роутера","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування роутера варшава","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування роутера варшава","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","встановлення роутера","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","встановлення роутера","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування mesh","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","налаштування mesh","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","підключити роутер","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","підключити роутер","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","майстер з налаштування роутера","Phrase","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-ROUTER-SETUP","майстер з налаштування роутера","Exact","Enabled","https://naserwis.pl/uk/naprawa-wifi/?intent=router-setup"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт комп'ютерної мережі","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт комп'ютерної мережі","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт локальної мережі","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт локальної мережі","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт інтернет кабелю","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт інтернет кабелю","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт кабелю rj45","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт кабелю rj45","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт розетки rj45","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","ремонт розетки rj45","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
